Mode: FUNC_085  Corner: FUNC_0.85V_SETUP
Scenario: FUNC_0.85V_SETUP
Constraint: max_capacitance

Category,Type,Name,Required,Actual,Slack,Violation
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_0/O1[0],0.025,18.418,-18.393,VIOLATED
SRAM,NET,bit_secure_9_slice_23_t_din2piso[0],0.025,18.300,-18.275,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_23_nibble_0/O1[0],0.025,18.300,-18.275,VIOLATED
SRAM,NET,bit_secure_9_slice_23_t_din2piso[9],0.025,18.166,-18.141,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_23_nibble_1/O1[1],0.025,18.166,-18.141,VIOLATED
SRAM,NET,bit_secure_9_slice_28_t_din2piso[11],0.025,18.094,-18.069,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_28_nibble_1/O1[3],0.025,18.094,-18.069,VIOLATED
SRAM,NET,bit_secure_9_slice_23_t_din2piso[11],0.025,18.052,-18.027,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_23_nibble_1/O1[3],0.025,18.052,-18.027,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[8],0.025,18.029,-18.004,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_1/O1[0],0.025,18.029,-18.004,VIOLATED
SRAM,NET,bit_secure_9_slice_28_t_din2piso[9],0.025,18.027,-18.002,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_28_nibble_1/O1[1],0.025,18.027,-18.002,VIOLATED
SRAM,NET,bit_secure_9_slice_29_t_din2piso[13],0.025,17.992,-17.967,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_29_nibble_1/O2[1],0.025,17.992,-17.967,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[7],0.025,17.872,-17.847,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_0/O2[3],0.025,17.872,-17.847,VIOLATED
SRAM,NET,bit_secure_9_slice_28_t_din2piso[12],0.025,17.838,-17.813,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_28_nibble_1/O2[0],0.025,17.838,-17.813,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[4],0.025,17.829,-17.804,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_0/O2[0],0.025,17.829,-17.804,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[15],0.025,17.798,-17.773,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_1/O2[3],0.025,17.798,-17.773,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[14],0.025,17.696,-17.671,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_1/O2[2],0.025,17.696,-17.671,VIOLATED
SRAM,NET,bit_secure_9_slice_23_t_din2piso[6],0.025,17.570,-17.545,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_23_nibble_0/O2[2],0.025,17.570,-17.545,VIOLATED
SRAM,NET,bit_secure_13_slice_15_t_din2piso[10],0.025,17.562,-17.537,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_15_nibble_1/O1[2],0.025,17.562,-17.537,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[11],0.025,17.562,-17.537,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_1/O1[3],0.025,17.562,-17.537,VIOLATED
SRAM,NET,bit_secure_9_slice_23_t_din2piso[2],0.025,17.517,-17.492,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_23_nibble_0/O1[2],0.025,17.517,-17.492,VIOLATED
SRAM,NET,bit_secure_9_slice_28_t_din2piso[13],0.025,17.504,-17.479,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_28_nibble_1/O2[1],0.025,17.504,-17.479,VIOLATED
SRAM,NET,bit_secure_13_slice_15_t_din2piso[2],0.025,17.432,-17.407,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_15_nibble_0/O1[2],0.025,17.432,-17.407,VIOLATED
SRAM,NET,bit_secure_11_slice_23_t_din2piso[3],0.025,17.345,-17.320,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_23_nibble_0/O1[3],0.025,17.345,-17.320,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[8],0.025,17.242,-17.217,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_1/O1[0],0.025,17.242,-17.217,VIOLATED
SRAM,NET,bit_secure_13_slice_31_t_din2piso[10],0.025,17.054,-17.029,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_31_nibble_1/O1[2],0.025,17.054,-17.029,VIOLATED
SRAM,NET,bit_secure_9_slice_31_t_din2piso[5],0.025,16.946,-16.921,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_31_nibble_0/O2[1],0.025,16.946,-16.921,VIOLATED
SRAM,NET,bit_secure_9_slice_4_t_din2piso[15],0.025,16.942,-16.917,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_4_nibble_1/O2[3],0.025,16.942,-16.917,VIOLATED
SRAM,NET,bit_secure_15_slice_22_t_din2piso[9],0.025,16.900,-16.875,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_22_nibble_1/O1[1],0.025,16.900,-16.875,VIOLATED
SRAM,NET,bit_secure_13_slice_14_t_din2piso[2],0.025,16.899,-16.874,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_14_nibble_0/O1[2],0.025,16.899,-16.874,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[10],0.025,16.880,-16.855,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_1/O1[2],0.025,16.880,-16.855,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[13],0.025,16.860,-16.835,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_1/O2[1],0.025,16.860,-16.835,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[6],0.025,16.823,-16.798,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_0/O2[2],0.025,16.823,-16.798,VIOLATED
SRAM,NET,bit_secure_9_slice_4_t_din2piso[14],0.025,16.821,-16.796,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_4_nibble_1/O2[2],0.025,16.821,-16.796,VIOLATED
SRAM,NET,bit_secure_9_slice_31_t_din2piso[2],0.025,16.812,-16.787,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_31_nibble_0/O1[2],0.025,16.812,-16.787,VIOLATED
SRAM,NET,bit_secure_9_slice_4_t_din2piso[13],0.025,16.746,-16.721,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_4_nibble_1/O2[1],0.025,16.746,-16.721,VIOLATED
SRAM,NET,bit_secure_13_slice_15_t_din2piso[6],0.025,16.716,-16.691,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_15_nibble_0/O2[2],0.025,16.716,-16.691,VIOLATED
SRAM,NET,bit_secure_11_slice_22_t_din2piso[1],0.025,16.674,-16.649,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_22_nibble_0/O1[1],0.025,16.674,-16.649,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[14],0.025,16.588,-16.563,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_1/O2[2],0.025,16.588,-16.563,VIOLATED
SRAM,NET,bit_secure_9_slice_23_t_din2piso[1],0.025,16.568,-16.543,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_23_nibble_0/O1[1],0.025,16.568,-16.543,VIOLATED
SRAM,NET,bit_secure_15_slice_13_t_din2piso[9],0.025,16.564,-16.539,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_13_nibble_1/O1[1],0.025,16.564,-16.539,VIOLATED
SRAM,NET,bit_secure_13_slice_4_t_din2piso[13],0.025,16.463,-16.438,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_4_nibble_1/O2[1],0.025,16.463,-16.438,VIOLATED
SRAM,NET,bit_secure_13_slice_15_t_din2piso[0],0.025,16.446,-16.421,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_15_nibble_0/O1[0],0.025,16.446,-16.421,VIOLATED
SRAM,NET,bit_secure_13_slice_14_t_din2piso[9],0.025,16.440,-16.415,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_14_nibble_1/O1[1],0.025,16.440,-16.415,VIOLATED
SRAM,NET,bit_secure_15_slice_22_t_din2piso[10],0.025,16.415,-16.390,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_22_nibble_1/O1[2],0.025,16.415,-16.390,VIOLATED
SRAM,NET,bit_secure_11_slice_23_t_din2piso[1],0.025,16.415,-16.390,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_23_nibble_0/O1[1],0.025,16.415,-16.390,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[7],0.025,16.375,-16.350,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_0/O2[3],0.025,16.375,-16.350,VIOLATED
SRAM,NET,bit_secure_15_slice_22_t_din2piso[11],0.025,16.344,-16.319,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_22_nibble_1/O1[3],0.025,16.344,-16.319,VIOLATED
SRAM,NET,bit_secure_13_slice_15_t_din2piso[1],0.025,16.339,-16.314,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_15_nibble_0/O1[1],0.025,16.339,-16.314,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[15],0.025,16.324,-16.299,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_1/O2[3],0.025,16.324,-16.299,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[3],0.025,16.306,-16.281,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_0/O1[3],0.025,16.306,-16.281,VIOLATED
SRAM,NET,bit_secure_9_slice_26_t_din2piso[4],0.025,16.285,-16.260,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_26_nibble_0/O2[0],0.025,16.285,-16.260,VIOLATED
SRAM,NET,bit_secure_13_slice_14_t_din2piso[13],0.025,16.278,-16.253,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_14_nibble_1/O2[1],0.025,16.278,-16.253,VIOLATED
SRAM,NET,bit_secure_13_slice_31_t_din2piso[2],0.025,16.223,-16.198,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_31_nibble_0/O1[2],0.025,16.223,-16.198,VIOLATED
SRAM,NET,bit_secure_15_slice_22_t_din2piso[8],0.025,16.182,-16.157,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_22_nibble_1/O1[0],0.025,16.182,-16.157,VIOLATED
SRAM,NET,bit_secure_15_slice_22_t_din2piso[14],0.025,16.156,-16.131,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_22_nibble_1/O2[2],0.025,16.156,-16.131,VIOLATED
SRAM,NET,bit_secure_9_slice_4_t_din2piso[11],0.025,16.143,-16.118,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_4_nibble_1/O1[3],0.025,16.143,-16.118,VIOLATED
SRAM,NET,bit_secure_13_slice_20_t_din2piso[9],0.025,16.140,-16.115,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_20_nibble_1/O1[1],0.025,16.140,-16.115,VIOLATED
SRAM,NET,bit_secure_9_slice_31_t_din2piso[0],0.025,16.128,-16.103,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_31_nibble_0/O1[0],0.025,16.128,-16.103,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[0],0.025,16.059,-16.034,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_0/O1[0],0.025,16.059,-16.034,VIOLATED
SRAM,NET,bit_secure_13_slice_4_t_din2piso[11],0.025,16.028,-16.003,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_4_nibble_1/O1[3],0.025,16.028,-16.003,VIOLATED
SRAM,NET,bit_secure_9_slice_31_t_din2piso[7],0.025,16.028,-16.003,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_31_nibble_0/O2[3],0.025,16.028,-16.003,VIOLATED
SRAM,NET,bit_secure_11_slice_23_t_din2piso[6],0.025,16.017,-15.992,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_23_nibble_0/O2[2],0.025,16.017,-15.992,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[1],0.025,16.012,-15.987,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_0/O1[1],0.025,16.012,-15.987,VIOLATED
SRAM,NET,bit_secure_9_slice_4_t_din2piso[8],0.025,16.003,-15.978,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_4_nibble_1/O1[0],0.025,16.003,-15.978,VIOLATED
SRAM,NET,bit_secure_13_slice_14_t_din2piso[6],0.025,15.992,-15.967,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_14_nibble_0/O2[2],0.025,15.992,-15.967,VIOLATED
SRAM,NET,bit_secure_13_slice_4_t_din2piso[10],0.025,15.991,-15.966,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_4_nibble_1/O1[2],0.025,15.991,-15.966,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[4],0.025,15.982,-15.957,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_0/O2[0],0.025,15.982,-15.957,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[10],0.025,15.982,-15.957,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_1/O1[2],0.025,15.982,-15.957,VIOLATED
SRAM,NET,bit_secure_13_slice_23_t_din2piso[8],0.025,15.945,-15.920,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_23_nibble_1/O1[0],0.025,15.945,-15.920,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[12],0.025,15.915,-15.890,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_1/O2[0],0.025,15.915,-15.890,VIOLATED
SRAM,NET,bit_secure_15_slice_13_t_din2piso[14],0.025,15.877,-15.852,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_13_nibble_1/O2[2],0.025,15.877,-15.852,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[3],0.025,15.850,-15.825,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_0/O1[3],0.025,15.850,-15.825,VIOLATED
SRAM,NET,bit_secure_11_slice_23_t_din2piso[11],0.025,15.831,-15.806,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_23_nibble_1/O1[3],0.025,15.831,-15.806,VIOLATED
SRAM,NET,bit_secure_9_slice_31_t_din2piso[6],0.025,15.827,-15.802,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_31_nibble_0/O2[2],0.025,15.827,-15.802,VIOLATED
SRAM,NET,bit_secure_11_slice_23_t_din2piso[2],0.025,15.818,-15.793,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_23_nibble_0/O1[2],0.025,15.818,-15.793,VIOLATED
SRAM,NET,bit_secure_13_slice_15_t_din2piso[8],0.025,15.792,-15.767,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_15_nibble_1/O1[0],0.025,15.792,-15.767,VIOLATED
SRAM,NET,bit_secure_9_slice_4_t_din2piso[2],0.025,15.790,-15.765,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_4_nibble_0/O1[2],0.025,15.790,-15.765,VIOLATED
SRAM,NET,bit_secure_15_slice_14_t_din2piso[4],0.025,15.770,-15.745,VIOLATED
SRAM,PIN,PIN: bit_secure_15_slice_14_nibble_0/O2[0],0.025,15.770,-15.745,VIOLATED
SRAM,NET,bit_secure_13_slice_14_t_din2piso[11],0.025,15.749,-15.724,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_14_nibble_1/O1[3],0.025,15.749,-15.724,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[3],0.025,15.744,-15.719,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_0/O1[3],0.025,15.744,-15.719,VIOLATED
SRAM,NET,bit_secure_9_slice_31_t_din2piso[4],0.025,15.709,-15.684,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_31_nibble_0/O2[0],0.025,15.709,-15.684,VIOLATED
SRAM,NET,bit_secure_13_slice_14_t_din2piso[0],0.025,15.693,-15.668,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_14_nibble_0/O1[0],0.025,15.693,-15.668,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[2],0.025,15.668,-15.643,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_0/O1[2],0.025,15.668,-15.643,VIOLATED
SRAM,NET,bit_secure_11_slice_23_t_din2piso[7],0.025,15.644,-15.619,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_23_nibble_0/O2[3],0.025,15.644,-15.619,VIOLATED
SRAM,NET,bit_secure_13_slice_15_t_din2piso[3],0.025,15.621,-15.596,VIOLATED
SRAM,PIN,PIN: bit_secure_13_slice_15_nibble_0/O1[3],0.025,15.621,-15.596,VIOLATED
SRAM,NET,bit_secure_11_slice_7_t_din2piso[15],0.025,15.618,-15.593,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_7_nibble_1/O2[3],0.025,15.618,-15.593,VIOLATED
SRAM,NET,bit_secure_9_slice_6_t_din2piso[12],0.025,15.615,-15.590,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_6_nibble_1/O2[0],0.025,15.615,-15.590,VIOLATED
SRAM,NET,bit_secure_9_slice_15_t_din2piso[10],0.025,15.613,-15.588,VIOLATED
SRAM,PIN,PIN: bit_secure_9_slice_15_nibble_1/O1[2],0.025,15.613,-15.588,VIOLATED
SRAM,NET,bit_secure_12_slice_12_t_din2piso[10],0.025,15.606,-15.581,VIOLATED
SRAM,PIN,PIN: bit_secure_12_slice_12_nibble_1/O1[2],0.025,15.606,-15.581,VIOLATED
SRAM,NET,bit_secure_11_slice_6_t_din2piso[6],0.025,15.586,-15.561,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_6_nibble_0/O2[2],0.025,15.586,-15.561,VIOLATED
SRAM,NET,bit_secure_11_slice_22_t_din2piso[2],0.025,15.580,-15.555,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_22_nibble_0/O1[2],0.025,15.580,-15.555,VIOLATED
SRAM,NET,bit_secure_11_slice_7_t_din2piso[7],0.025,15.566,-15.541,VIOLATED
SRAM,PIN,PIN: bit_secure_11_slice_7_nibble_0/O2[3],0.025,15.566,-15.541,VIOLATED
SRAM,NET,bit_secure_9_slice_21_t_din2piso[4],0.025,15.561,-15.536,VIOLATED
